x_index,x_name,x_id,x_type,x_source
653,SLC30A6,55676,gene/protein,NCBI
654,CCR4,1233,gene/protein,NCBI
655,SP2,6668,gene/protein,NCBI
656,IMMT,10989,gene/protein,NCBI
657,ZNF432,9668,gene/protein,NCBI
658,USP8,9101,gene/protein,NCBI
659,EEF2,1938,gene/protein,NCBI
660,KRT36,8689,gene/protein,NCBI
661,RUFY3,22902,gene/protein,NCBI
662,HTR2C,3358,gene/protein,NCBI
663,KCNA10,3744,gene/protein,NCBI
664,CALM2,805,gene/protein,NCBI
665,DPYS,1807,gene/protein,NCBI
666,CCNT2,905,gene/protein,NCBI
667,CDC42EP2,10435,gene/protein,NCBI
668,ADAM17,6868,gene/protein,NCBI
669,POR,5447,gene/protein,NCBI
670,ELL2,22936,gene/protein,NCBI
671,SLC1A5,6510,gene/protein,NCBI
672,MAPK8,5599,gene/protein,NCBI
673,CYP46A1,10858,gene/protein,NCBI
674,BICD1,636,gene/protein,NCBI
675,TP73,7161,gene/protein,NCBI
676,ATP7A,538,gene/protein,NCBI
677,CREM,1390,gene/protein,NCBI
678,CDKN1A,1026,gene/protein,NCBI
679,TYROBP,7305,gene/protein,NCBI
680,MDM2,4193,gene/protein,NCBI
681,SH3BP1,23616,gene/protein,NCBI
682,VPS51,738,gene/protein,NCBI
683,MEOX2,4223,gene/protein,NCBI
684,ARNTL,406,gene/protein,NCBI
685,EPAS1,2034,gene/protein,NCBI
686,CD36,948,gene/protein,NCBI
687,RNF10,9921,gene/protein,NCBI
688,FGFR4,2264,gene/protein,NCBI
689,BMX,660,gene/protein,NCBI
690,MYO1E,4643,gene/protein,NCBI
691,DCTN1,1639,gene/protein,NCBI
692,PDHA1,5160,gene/protein,NCBI
693,ZNF581,51545,gene/protein,NCBI
694,GRM1,2911,gene/protein,NCBI
695,ZP3,7784,gene/protein,NCBI
696,TMEM147,10430,gene/protein,NCBI
697,HOMER1,9456,gene/protein,NCBI
698,PPIA,5478,gene/protein,NCBI
699,RUNX1T1,862,gene/protein,NCBI
700,LCN1,3933,gene/protein,NCBI
701,C4A,720,gene/protein,NCBI
702,RHOC,389,gene/protein,NCBI
703,RPS11,6205,gene/protein,NCBI
704,RAB4A,5867,gene/protein,NCBI
705,FLT3,2322,gene/protein,NCBI
706,SLC25A4,291,gene/protein,NCBI
707,MAP3K7,6885,gene/protein,NCBI
708,YES1,7525,gene/protein,NCBI
709,STX2,2054,gene/protein,NCBI
710,NCAPD3,23310,gene/protein,NCBI
711,RPL6,6128,gene/protein,NCBI
712,NEO1,4756,gene/protein,NCBI
713,CRMP1,1400,gene/protein,NCBI
714,ANK2,287,gene/protein,NCBI
715,HADHA,3030,gene/protein,NCBI
716,GFAP,2670,gene/protein,NCBI
717,FPR2,2358,gene/protein,NCBI
718,NDUFS5,4725,gene/protein,NCBI
719,RFC4,5984,gene/protein,NCBI
720,FABP1,2168,gene/protein,NCBI
721,COPB1,1315,gene/protein,NCBI
722,PCNA,5111,gene/protein,NCBI
723,CXCR1,3577,gene/protein,NCBI
724,MET,4233,gene/protein,NCBI
725,EEF1A2,1917,gene/protein,NCBI
726,FHL3,2275,gene/protein,NCBI
727,COL9A3,1299,gene/protein,NCBI
728,SNAP23,8773,gene/protein,NCBI
729,PIK3C2A,5286,gene/protein,NCBI
730,GATA3,2625,gene/protein,NCBI
731,NEFL,4747,gene/protein,NCBI
732,EEF1G,1937,gene/protein,NCBI
733,ACADL,33,gene/protein,NCBI
734,SMARCC2,6601,gene/protein,NCBI
735,ZNF135,7694,gene/protein,NCBI
736,CDH1,999,gene/protein,NCBI
737,RUNX1,861,gene/protein,NCBI
738,FOXL2,668,gene/protein,NCBI
739,CRYAB,1410,gene/protein,NCBI
740,SYNJ2,8871,gene/protein,NCBI
741,DPF2,5977,gene/protein,NCBI
742,CREB1,1385,gene/protein,NCBI
743,HLA-C,3107,gene/protein,NCBI
744,OIP5,11339,gene/protein,NCBI
745,GAB1,2549,gene/protein,NCBI
746,STATH,6779,gene/protein,NCBI
747,ROCK2,9475,gene/protein,NCBI
748,TPD52,7163,gene/protein,NCBI
749,MGST3,4259,gene/protein,NCBI
750,ACLY,47,gene/protein,NCBI
751,GJB1,2705,gene/protein,NCBI
752,PIN1,5300,gene/protein,NCBI
753,ATP5F1B,506,gene/protein,NCBI
754,NEDD4,4734,gene/protein,NCBI
755,LGALS3,3958,gene/protein,NCBI
756,HNRNPH1,3187,gene/protein,NCBI
757,HYAL2,8692,gene/protein,NCBI
758,ERBB2,2064,gene/protein,NCBI
759,KHSRP,8570,gene/protein,NCBI
760,GOLGB1,2804,gene/protein,NCBI
761,CEP170,9859,gene/protein,NCBI
762,GBP2,2634,gene/protein,NCBI
763,NFATC1,4772,gene/protein,NCBI
764,EIF4A1,1973,gene/protein,NCBI
765,ACTG1,71,gene/protein,NCBI
766,SPART,23111,gene/protein,NCBI
767,BIRC3,330,gene/protein,NCBI
768,SLC9A3R2,9351,gene/protein,NCBI
769,CP,1356,gene/protein,NCBI
770,UBE3A,7337,gene/protein,NCBI
771,HDAC1,3065,gene/protein,NCBI
772,CHRNA3,1136,gene/protein,NCBI
773,CYB561,1534,gene/protein,NCBI
774,PLK3,1263,gene/protein,NCBI
775,PTGES3,10728,gene/protein,NCBI
776,CST6,1474,gene/protein,NCBI
777,PLXNA2,5362,gene/protein,NCBI
778,DNM2,1785,gene/protein,NCBI
779,FCER1G,2207,gene/protein,NCBI
780,ZIC1,7545,gene/protein,NCBI
781,JAK1,3716,gene/protein,NCBI
782,SH3GL2,6456,gene/protein,NCBI
783,SYMPK,8189,gene/protein,NCBI
784,ADCY6,112,gene/protein,NCBI
785,PTPN20,26095,gene/protein,NCBI
786,ABCA7,10347,gene/protein,NCBI
787,NR0B1,190,gene/protein,NCBI
788,SH3BP4,23677,gene/protein,NCBI
789,HSPB2,3316,gene/protein,NCBI
790,APBA1,320,gene/protein,NCBI
791,NFATC4,4776,gene/protein,NCBI
792,ATP2A1,487,gene/protein,NCBI
793,PDCD6IP,10015,gene/protein,NCBI
794,ALPP,250,gene/protein,NCBI
795,GNE,10020,gene/protein,NCBI
796,KIF22,3835,gene/protein,NCBI
797,ABCC2,1244,gene/protein,NCBI
798,HOXC9,3225,gene/protein,NCBI
799,HNRNPK,3190,gene/protein,NCBI
800,C1QA,712,gene/protein,NCBI
801,CEACAM6,4680,gene/protein,NCBI
802,BLM,641,gene/protein,NCBI
803,MSX2,4488,gene/protein,NCBI
804,SMR3A,26952,gene/protein,NCBI
805,CAMK2A,815,gene/protein,NCBI
806,HMGA1,3159,gene/protein,NCBI
807,CRK,1398,gene/protein,NCBI
808,NOS1AP,9722,gene/protein,NCBI
809,CPSF6,11052,gene/protein,NCBI
810,ALOX15B,247,gene/protein,NCBI
811,IFIT3,3437,gene/protein,NCBI
812,EFNA1,1942,gene/protein,NCBI
813,POLR2B,5431,gene/protein,NCBI
814,FGR,2268,gene/protein,NCBI
815,DDX20,11218,gene/protein,NCBI
816,NOS2,4843,gene/protein,NCBI
817,INSL3,3640,gene/protein,NCBI
818,NR4A1,3164,gene/protein,NCBI
819,BUB1B,701,gene/protein,NCBI
820,ATP6AP2,10159,gene/protein,NCBI
821,JUN,3725,gene/protein,NCBI
822,ADCY8,114,gene/protein,NCBI
823,CNNM3,26505,gene/protein,NCBI
824,PML,5371,gene/protein,NCBI
825,RPL21,6144,gene/protein,NCBI
826,ITIH1,3697,gene/protein,NCBI
827,NFKBIA,4792,gene/protein,NCBI
828,ATP12A,479,gene/protein,NCBI
829,HLA-DRA,3122,gene/protein,NCBI
830,GCG,2641,gene/protein,NCBI
831,CSF3R,1441,gene/protein,NCBI
832,HSPA1B,3304,gene/protein,NCBI
833,EMD,2010,gene/protein,NCBI
834,CALR,811,gene/protein,NCBI
835,INSIG1,3638,gene/protein,NCBI
836,LCK,3932,gene/protein,NCBI
837,NDUFB5,4711,gene/protein,NCBI
838,OS9,10956,gene/protein,NCBI
839,AMBP,259,gene/protein,NCBI
840,MAOA,4128,gene/protein,NCBI
841,ITPRID2,6744,gene/protein,NCBI
842,MTNR1A,4543,gene/protein,NCBI
843,CD55,1604,gene/protein,NCBI
844,CAV2,858,gene/protein,NCBI
845,LCN2,3934,gene/protein,NCBI
846,DPYSL3,1809,gene/protein,NCBI
847,GHR,2690,gene/protein,NCBI
848,CDH8,1006,gene/protein,NCBI
849,FN1,2335,gene/protein,NCBI
850,DDX5,1655,gene/protein,NCBI
851,EIF3A,8661,gene/protein,NCBI
852,TRAF4,9618,gene/protein,NCBI
853,ATP2A3,489,gene/protein,NCBI
854,BID,637,gene/protein,NCBI
855,KIF1A,547,gene/protein,NCBI
856,FECH,2235,gene/protein,NCBI
857,HSD17B10,3028,gene/protein,NCBI
858,SERPINE2,5270,gene/protein,NCBI
859,CDK7,1022,gene/protein,NCBI
860,ACE,1636,gene/protein,NCBI
861,H3-3B,3021,gene/protein,NCBI
862,HLA-DQB1,3119,gene/protein,NCBI
863,ARHGAP44,9912,gene/protein,NCBI
864,KRT14,3861,gene/protein,NCBI
865,FARSA,2193,gene/protein,NCBI
866,GPR42,2866,gene/protein,NCBI
867,BSG,682,gene/protein,NCBI
868,TOMM20,9804,gene/protein,NCBI
869,APOD,347,gene/protein,NCBI
870,HDGFL3,50810,gene/protein,NCBI
871,ACTN2,88,gene/protein,NCBI
872,SOS1,6654,gene/protein,NCBI
873,HRAS,3265,gene/protein,NCBI
874,SERPINB6,5269,gene/protein,NCBI
875,CD19,930,gene/protein,NCBI
876,C8B,732,gene/protein,NCBI
877,RAPGEF2,9693,gene/protein,NCBI
878,GRB10,2887,gene/protein,NCBI
879,RPP38,10557,gene/protein,NCBI
880,HLA-DPB1,3115,gene/protein,NCBI
881,NFATC3,4775,gene/protein,NCBI
882,CTH,1491,gene/protein,NCBI
883,FOS,2353,gene/protein,NCBI
884,SMARCA2,6595,gene/protein,NCBI
885,LRP2,4036,gene/protein,NCBI
886,CSNK2A2,1459,gene/protein,NCBI
887,USP7,7874,gene/protein,NCBI
888,BAG2,9532,gene/protein,NCBI
889,IFNA21,3452,gene/protein,NCBI
890,ARL3,403,gene/protein,NCBI
891,ALB,213,gene/protein,NCBI
892,SPTLC1,10558,gene/protein,NCBI
893,NOTCH3,4854,gene/protein,NCBI
894,SOAT1,6646,gene/protein,NCBI
895,KHDRBS1,10657,gene/protein,NCBI
896,ABCB6,10058,gene/protein,NCBI
897,NDUFA7,4701,gene/protein,NCBI
898,PPP5C,5536,gene/protein,NCBI
899,FUT3,2525,gene/protein,NCBI
900,CBR1,873,gene/protein,NCBI
901,ESD,2098,gene/protein,NCBI
902,SLC16A2,6567,gene/protein,NCBI
903,XRCC6,2547,gene/protein,NCBI
904,PTPRS,5802,gene/protein,NCBI
905,ESR2,2100,gene/protein,NCBI
906,KIF23,9493,gene/protein,NCBI
907,CDK9,1025,gene/protein,NCBI
908,USF1,7391,gene/protein,NCBI
909,TMED2,10959,gene/protein,NCBI
910,RELB,5971,gene/protein,NCBI
911,SLC15A2,6565,gene/protein,NCBI
912,DNASE1L2,1775,gene/protein,NCBI
913,MAD2L1,4085,gene/protein,NCBI
914,CARS1,833,gene/protein,NCBI
915,SEPTIN7,989,gene/protein,NCBI
916,RAB31,11031,gene/protein,NCBI
917,TNFAIP1,7126,gene/protein,NCBI
918,IST1,9798,gene/protein,NCBI
919,GNB2,2783,gene/protein,NCBI
920,BCR,613,gene/protein,NCBI
921,DNMT3B,1789,gene/protein,NCBI
922,STAT3,6774,gene/protein,NCBI
923,HLA-DRB3,3125,gene/protein,NCBI
924,PDGFRB,5159,gene/protein,NCBI
925,TMED10,10972,gene/protein,NCBI
926,UPK1B,7348,gene/protein,NCBI
927,PPIB,5479,gene/protein,NCBI
928,NOP56,10528,gene/protein,NCBI
929,LGALS8,3964,gene/protein,NCBI
930,NPHS2,7827,gene/protein,NCBI
931,IGFBP6,3489,gene/protein,NCBI
932,SPARC,6678,gene/protein,NCBI
933,POLRMT,5442,gene/protein,NCBI
934,ACO2,50,gene/protein,NCBI
935,POU2F1,5451,gene/protein,NCBI
936,AHSG,197,gene/protein,NCBI
937,SLC25A10,1468,gene/protein,NCBI
938,MPST,4357,gene/protein,NCBI
939,PGK1,5230,gene/protein,NCBI
940,AFDN,4301,gene/protein,NCBI
941,FOXO1,2308,gene/protein,NCBI
942,REL,5966,gene/protein,NCBI
943,KIAA0408,9729,gene/protein,NCBI
944,WAS,7454,gene/protein,NCBI
945,CREB5,9586,gene/protein,NCBI
946,SPOCK1,6695,gene/protein,NCBI
947,GSN,2934,gene/protein,NCBI
948,SEC13,6396,gene/protein,NCBI
949,CCNT1,904,gene/protein,NCBI
950,ARHGAP5,394,gene/protein,NCBI
951,DVL1,1855,gene/protein,NCBI
952,RHOH,399,gene/protein,NCBI
953,BIRC5,332,gene/protein,NCBI
954,MUC1,4582,gene/protein,NCBI
955,LOX,4015,gene/protein,NCBI
956,BMPR1A,657,gene/protein,NCBI
957,CHRNA4,1137,gene/protein,NCBI
958,ACAT2,39,gene/protein,NCBI
959,DYRK1A,1859,gene/protein,NCBI
960,ANK3,288,gene/protein,NCBI
961,PATZ1,23598,gene/protein,NCBI
962,NR2F6,2063,gene/protein,NCBI
963,DAPK3,1613,gene/protein,NCBI
964,HOXC8,3224,gene/protein,NCBI
965,DEFA5,1670,gene/protein,NCBI
966,DNMT1,1786,gene/protein,NCBI
967,HOMER2,9455,gene/protein,NCBI
968,ADCYAP1R1,117,gene/protein,NCBI
969,USP39,10713,gene/protein,NCBI
970,HMG20A,10363,gene/protein,NCBI
971,CHD3,1107,gene/protein,NCBI
972,GLRA2,2742,gene/protein,NCBI
973,PRSS21,10942,gene/protein,NCBI
974,GSK3A,2931,gene/protein,NCBI
975,TOP3B,8940,gene/protein,NCBI
976,HNF4A,3172,gene/protein,NCBI
977,TRIM28,10155,gene/protein,NCBI
978,GTF2F2,2963,gene/protein,NCBI
979,NDUFS8,4728,gene/protein,NCBI
980,ABI3BP,25890,gene/protein,NCBI
981,AK2,204,gene/protein,NCBI
982,GGA2,23062,gene/protein,NCBI
983,APOA2,336,gene/protein,NCBI
984,CDH3,1001,gene/protein,NCBI
985,DARS1,1615,gene/protein,NCBI
986,AHR,196,gene/protein,NCBI
987,UBE2I,7329,gene/protein,NCBI
988,SOD1,6647,gene/protein,NCBI
989,DGUOK,1716,gene/protein,NCBI
990,H1-2,3006,gene/protein,NCBI
991,SAFB,6294,gene/protein,NCBI
992,S100P,6286,gene/protein,NCBI
993,ITPR3,3710,gene/protein,NCBI
994,ATP5PF,522,gene/protein,NCBI
995,B2M,567,gene/protein,NCBI
996,SMARCB1,6598,gene/protein,NCBI
997,ITGB1BP1,9270,gene/protein,NCBI
998,RCAN1,1827,gene/protein,NCBI
999,RRS1,23212,gene/protein,NCBI
1000,LIMS1,3987,gene/protein,NCBI
1001,LYZ,4069,gene/protein,NCBI
1002,ARG1,383,gene/protein,NCBI
1003,SMARCA5,8467,gene/protein,NCBI
1004,NRG1,3084,gene/protein,NCBI
1005,KRT75,9119,gene/protein,NCBI
1006,CDKN2A,1029,gene/protein,NCBI
1007,PLAGL1,5325,gene/protein,NCBI
1008,ATP1A1,476,gene/protein,NCBI
1009,GDF10,2662,gene/protein,NCBI
1010,CCND2,894,gene/protein,NCBI
1011,COPS5,10987,gene/protein,NCBI
1012,ADCYAP1,116,gene/protein,NCBI
1013,ALDH5A1,7915,gene/protein,NCBI
1014,AP2B1,163,gene/protein,NCBI
1015,SMARCC1,6599,gene/protein,NCBI
1016,AP2S1,1175,gene/protein,NCBI
1017,PLG,5340,gene/protein,NCBI
1018,GK,2710,gene/protein,NCBI
1019,KRT13,3860,gene/protein,NCBI
1020,ALDOB,229,gene/protein,NCBI
1021,CAD,790,gene/protein,NCBI
1022,B4GALT1,2683,gene/protein,NCBI
1023,B3GNT3,10331,gene/protein,NCBI
1024,CHKA,1119,gene/protein,NCBI
1025,ALDOA,226,gene/protein,NCBI
1026,SIGLEC6,946,gene/protein,NCBI
1027,CHRNA7,1139,gene/protein,NCBI
1028,CCND3,896,gene/protein,NCBI
1029,EPRS1,2058,gene/protein,NCBI
1030,ERLIN2,11160,gene/protein,NCBI
1031,CTSE,1510,gene/protein,NCBI
1032,ADARB1,104,gene/protein,NCBI
1033,ATP5MF,9551,gene/protein,NCBI
1034,TRIM27,5987,gene/protein,NCBI
1035,IRAK2,3656,gene/protein,NCBI
1036,ADH5,128,gene/protein,NCBI
1037,C1QC,714,gene/protein,NCBI
1038,RAD21,5885,gene/protein,NCBI
1039,PGRMC2,10424,gene/protein,NCBI
1040,COPA,1314,gene/protein,NCBI
1041,MDFI,4188,gene/protein,NCBI
1042,ASPH,444,gene/protein,NCBI
1043,ACP2,53,gene/protein,NCBI
1044,DAZAP2,9802,gene/protein,NCBI
1045,DUT,1854,gene/protein,NCBI
1046,ST8SIA3,51046,gene/protein,NCBI
1047,CMA1,1215,gene/protein,NCBI
1048,CASP2,835,gene/protein,NCBI
1049,GLS,2744,gene/protein,NCBI
1050,CTNNA1,1495,gene/protein,NCBI
1051,TBX18,9096,gene/protein,NCBI
1052,FCGR2B,2213,gene/protein,NCBI
1053,MDK,4192,gene/protein,NCBI
1054,KLF9,687,gene/protein,NCBI
1055,NAT2,10,gene/protein,NCBI
1056,FER,2241,gene/protein,NCBI
1057,HLA-DPA1,3113,gene/protein,NCBI
1058,IKBKB,3551,gene/protein,NCBI
1059,PDGFRA,5156,gene/protein,NCBI
1060,PRDX3,10935,gene/protein,NCBI
1061,FEN1,2237,gene/protein,NCBI
1062,KLF6,1316,gene/protein,NCBI
1063,GATA6,2627,gene/protein,NCBI
1064,PRKN,5071,gene/protein,NCBI
1065,TBP,6908,gene/protein,NCBI
1066,BGN,633,gene/protein,NCBI
1067,DHX15,1665,gene/protein,NCBI
1068,ANKS1A,23294,gene/protein,NCBI
1069,CLN5,1203,gene/protein,NCBI
1070,C1QB,713,gene/protein,NCBI
1071,ADRA2C,152,gene/protein,NCBI
1072,HSPA8,3312,gene/protein,NCBI
1073,BTK,695,gene/protein,NCBI
1074,FKBP1A,2280,gene/protein,NCBI
1075,MTOR,2475,gene/protein,NCBI
1076,FFAR2,2867,gene/protein,NCBI
1077,WASF2,10163,gene/protein,NCBI
1078,COL10A1,1300,gene/protein,NCBI
1079,VEZF1,7716,gene/protein,NCBI
1080,GTF3C1,2975,gene/protein,NCBI
1081,RPS20,6224,gene/protein,NCBI
1082,HSPG2,3339,gene/protein,NCBI
1083,AGT,183,gene/protein,NCBI
1084,ERN1,2081,gene/protein,NCBI
1085,MECP2,4204,gene/protein,NCBI
1086,ARCN1,372,gene/protein,NCBI
1087,SLC30A2,7780,gene/protein,NCBI
1088,CPSF3,51692,gene/protein,NCBI
1089,CSRP2,1466,gene/protein,NCBI
1090,TRIM37,4591,gene/protein,NCBI
1091,SOS2,6655,gene/protein,NCBI
1092,DBN1,1627,gene/protein,NCBI
1093,GTF2E2,2961,gene/protein,NCBI
1094,NEDD9,4739,gene/protein,NCBI
1095,SERPINB2,5055,gene/protein,NCBI
1096,TUBA1A,7846,gene/protein,NCBI
1097,AREG,374,gene/protein,NCBI
1098,NRAS,4893,gene/protein,NCBI
1099,PRKAA1,5562,gene/protein,NCBI
1100,SDHB,6390,gene/protein,NCBI
1101,GZMB,3002,gene/protein,NCBI
1102,KEAP1,9817,gene/protein,NCBI
1103,KRTAP5-9,3846,gene/protein,NCBI
1104,VCAN,1462,gene/protein,NCBI
1105,FKBP15,23307,gene/protein,NCBI
1106,LITAF,9516,gene/protein,NCBI
1107,CRX,1406,gene/protein,NCBI
1108,GDI2,2665,gene/protein,NCBI
1109,TRIP13,9319,gene/protein,NCBI
1110,GGA3,23163,gene/protein,NCBI
1111,LASP1,3927,gene/protein,NCBI
1112,APBB2,323,gene/protein,NCBI
1113,VENTX,27287,gene/protein,NCBI
1114,MAGEA11,4110,gene/protein,NCBI
1115,PIK3R1,5295,gene/protein,NCBI
1116,BLVRA,644,gene/protein,NCBI
1117,DNAJB1,3337,gene/protein,NCBI
1118,MPG,4350,gene/protein,NCBI
1119,SPP1,6696,gene/protein,NCBI
1120,CYP2D6,1565,gene/protein,NCBI
1121,GPR39,2863,gene/protein,NCBI
1122,KCNC4,3749,gene/protein,NCBI
1123,AP2A2,161,gene/protein,NCBI
1124,MAGED2,10916,gene/protein,NCBI
1125,PABPC1,26986,gene/protein,NCBI
1126,CSRP1,1465,gene/protein,NCBI
1127,ZP2,7783,gene/protein,NCBI
1128,CAPN1,823,gene/protein,NCBI
1129,IQGAP1,8826,gene/protein,NCBI
1130,DAB2,1601,gene/protein,NCBI
1131,ANKRD6,22881,gene/protein,NCBI
1132,PAX9,5083,gene/protein,NCBI
1133,ERLIN1,10613,gene/protein,NCBI
1134,PLAT,5327,gene/protein,NCBI
1135,DAP,1611,gene/protein,NCBI
1136,NFE2L2,4780,gene/protein,NCBI
1137,PSMB8,5696,gene/protein,NCBI
1138,HSPA13,6782,gene/protein,NCBI
1139,CAPN2,824,gene/protein,NCBI
1140,HSPB1,3315,gene/protein,NCBI
1141,EIF3M,10480,gene/protein,NCBI
1142,PAK1,5058,gene/protein,NCBI
1143,FAS,355,gene/protein,NCBI
1144,BCAP31,10134,gene/protein,NCBI
1145,FKBP4,2288,gene/protein,NCBI
1146,ANKS1B,56899,gene/protein,NCBI
1147,SLC25A20,788,gene/protein,NCBI
1148,EGR4,1961,gene/protein,NCBI
1149,KDR,3791,gene/protein,NCBI
1150,CD22,933,gene/protein,NCBI
1151,LCP2,3937,gene/protein,NCBI
1152,GNAZ,2781,gene/protein,NCBI
1153,NFKB2,4791,gene/protein,NCBI
1154,HOXC11,3227,gene/protein,NCBI
1155,MYH9,4627,gene/protein,NCBI
1156,RPS7,6201,gene/protein,NCBI
1157,CYP17A1,1586,gene/protein,NCBI
1158,JUND,3727,gene/protein,NCBI
1159,PGF,5228,gene/protein,NCBI
1160,EYA1,2138,gene/protein,NCBI
1161,RUNX2,860,gene/protein,NCBI
1162,SEC22A,26984,gene/protein,NCBI
1163,TOP1,7150,gene/protein,NCBI
1164,ADRB1,153,gene/protein,NCBI
1165,ANGPT2,285,gene/protein,NCBI
1166,TP63,8626,gene/protein,NCBI
1167,SERPINA6,866,gene/protein,NCBI
1168,PITX2,5308,gene/protein,NCBI
1169,CAPZB,832,gene/protein,NCBI
1170,ACACA,31,gene/protein,NCBI
1171,PLP1,5354,gene/protein,NCBI
1172,GAP43,2596,gene/protein,NCBI
1173,SURF4,6836,gene/protein,NCBI
1174,ELOVL4,6785,gene/protein,NCBI
1175,HCN2,610,gene/protein,NCBI
1176,LPAR3,23566,gene/protein,NCBI
1177,ELK1,2002,gene/protein,NCBI
1178,MYBBP1A,10514,gene/protein,NCBI
1179,SLC2A1,6513,gene/protein,NCBI
1180,SART1,9092,gene/protein,NCBI
1181,GABRA3,2556,gene/protein,NCBI
1182,OXCT1,5019,gene/protein,NCBI
1183,EIF4EBP1,1978,gene/protein,NCBI
1184,RPS14,6208,gene/protein,NCBI
1185,UTP14A,10813,gene/protein,NCBI
1186,ATP6V1B2,526,gene/protein,NCBI
1187,AK4,205,gene/protein,NCBI
1188,COL8A2,1296,gene/protein,NCBI
1189,DBI,1622,gene/protein,NCBI
1190,FOXA2,3170,gene/protein,NCBI
1191,USO1,8615,gene/protein,NCBI
1192,DEFB1,1672,gene/protein,NCBI
1193,RB1,5925,gene/protein,NCBI
1194,SRSF3,6428,gene/protein,NCBI
1195,KRT35,3886,gene/protein,NCBI
1196,TFAP2C,7022,gene/protein,NCBI
1197,BMP4,652,gene/protein,NCBI
1198,PEX10,5192,gene/protein,NCBI
1199,GUCY1B1,2983,gene/protein,NCBI
1200,RPSA,3921,gene/protein,NCBI
1201,AAMP,14,gene/protein,NCBI
1202,APLP1,333,gene/protein,NCBI
1203,DAB1,1600,gene/protein,NCBI
1204,ACY1,95,gene/protein,NCBI
1205,ATF2,1386,gene/protein,NCBI
1206,IRF3,3661,gene/protein,NCBI
0,Iron Dextran,DB00893,drug,DrugBank
1,Bismuth subsalicylate,DB01294,drug,DrugBank
2,Gallium nitrate,DB05260,drug,DrugBank
3,Chromium,DB11136,drug,DrugBank
4,Rose bengal,DB11182,drug,DrugBank
5,Ferric cation,DB13949,drug,DrugBank
6,Tetraferric tricitrate decahydrate,DB14520,drug,DrugBank
7,Chromic citrate,DB14526,drug,DrugBank
8,Chromic nitrate,DB14527,drug,DrugBank
9,Chromium gluconate,DB14528,drug,DrugBank
10,Chromium nicotinate,DB14529,drug,DrugBank
11,Chromous sulfate,DB14530,drug,DrugBank
12,Ziprasidone,DB00246,drug,DrugBank
13,Amitriptyline,DB00321,drug,DrugBank
14,Olanzapine,DB00334,drug,DrugBank
15,Fluoxetine,DB00472,drug,DrugBank
16,Chlorpromazine,DB00477,drug,DrugBank
17,Oxycodone,DB00497,drug,DrugBank
18,Risperidone,DB00734,drug,DrugBank
19,Aripiprazole,DB01238,drug,DrugBank
20,Thiothixene,DB01623,drug,DrugBank
21,Asenapine,DB06216,drug,DrugBank
22,Mangafodipir,DB06796,drug,DrugBank
23,Copper,DB09130,drug,DrugBank
24,"Antihemophilic factor, human recombinant",DB00025,drug,DrugBank
25,Betrixaban,DB12364,drug,DrugBank
26,Anti-inhibitor coagulant complex,DB13151,drug,DrugBank
27,Lonoctocog alfa,DB13998,drug,DrugBank
28,Moroctocog alfa,DB13999,drug,DrugBank
29,Doxorubicin,DB00997,drug,DrugBank
30,Pentaerythritol tetranitrate,DB06154,drug,DrugBank
31,Levamlodipine,DB09237,drug,DrugBank
32,Mefloquine,DB00358,drug,DrugBank
33,Ranitidine,DB00863,drug,DrugBank
34,Methantheline,DB00940,drug,DrugBank
35,Ephedrine,DB01364,drug,DrugBank
36,Ferrous sulfate anhydrous,DB13257,drug,DrugBank
37,Vitamin E,DB00163,drug,DrugBank
38,Polaprezinc,DB09221,drug,DrugBank
39,alpha-Tocopherol succinate,DB14001,drug,DrugBank
40,D-alpha-Tocopherol acetate,DB14002,drug,DrugBank
41,Bivalirudin,DB00006,drug,DrugBank
42,Octreotide,DB00104,drug,DrugBank
43,Ticlopidine,DB00208,drug,DrugBank
44,Aminosalicylic acid,DB00233,drug,DrugBank
45,Dapsone,DB00250,drug,DrugBank
46,Nabumetone,DB00461,drug,DrugBank
47,Tolmetin,DB00500,drug,DrugBank
48,Cisplatin,DB00515,drug,DrugBank
49,Oxaliplatin,DB00526,drug,DrugBank
50,Propylthiouracil,DB00550,drug,DrugBank
51,Cefaclor,DB00833,drug,DrugBank
52,Cysteamine,DB00847,drug,DrugBank
53,Carboplatin,DB00958,drug,DrugBank
54,Melatonin,DB01065,drug,DrugBank
55,Enoxaparin,DB01225,drug,DrugBank
56,Calcipotriol,DB02300,drug,DrugBank
57,Urethane,DB04827,drug,DrugBank
58,Elafin,DB05161,drug,DrugBank
59,AB192,DB06111,drug,DrugBank
60,Cariporide,DB06468,drug,DrugBank
61,Capsaicin,DB06774,drug,DrugBank
62,Tiopronin,DB06823,drug,DrugBank
63,Caffeine,DB00201,drug,DrugBank
64,Insulin human,DB00030,drug,DrugBank
65,Zinc acetate,DB14487,drug,DrugBank
66,Zinc chloride,DB14533,drug,DrugBank
67,"Zinc sulfate, unspecified form",DB14548,drug,DrugBank
68,Methionine,DB00134,drug,DrugBank
69,Riboflavin,DB00140,drug,DrugBank
70,Folic acid,DB00158,drug,DrugBank
71,Menadione,DB00170,drug,DrugBank
72,Benazepril,DB00542,drug,DrugBank
73,Fluorouracil,DB00544,drug,DrugBank
74,Methotrexate,DB00563,drug,DrugBank
75,Pegvisomant,DB00082,drug,DrugBank
76,Ramipril,DB00178,drug,DrugBank
